source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,elevation
South Asian News Agency,http://www.sananews.net/english/2010/09/24/vehicles-shops-damaged-as-landslide-hits-highway/,2492,09/23/2010 12:00:00 AM,,"Jammu-Srinagar hwy, Magarkote area, Ramban district, Jammu and Kashmir","Several shops and vehicles were damaged and a policeman injured when a landslide hit the Jammu-Srinagar  Highway, choking it for 3 hours, in Ramban district of the state.  The landslide hit as a hillock caved in on the highway in Magarkote area, 140 kms from here, official sources said, adding that the highway was blocked for traffic.  Due to the landslide, four shops as well as three trucks and another vehicle were damaged and a policeman was injured, they said.  Men and machines of the Border Road Organisation (BRO) have been pressed into services, the officials said, adding, the highway was cleared of the landslide and movement of traffic resumed after three hours.","Jammu-Srinagar hwy, Magarkote area, Ramban district, Jammu and Kashmir",25km,landslide,downpour,medium,above_road,,,,,,glc,2492.0,India,IN,Kashmir,7317.0,Rāmban,0.1179,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.17707406,33.27140108,1139
Greater Kashmir,http://www.greaterkashmir.com/news/front-page/landslides-block-kishtwar-highway/192670.html,7284,07/27/2015 12:00:00 AM,,"Batote-Kishtwar highway, Kishtwar stretch","The Batote-Kishtwar highway was closed for vehicular traffic on Sunday after landslides triggered by overnight incessant rains damaged portions of the thoroughfare at several places, officials said.  An official said the highway was blocked after massive landslides hit Kandani and Drabshalla on Kishtwar stretch and Ragi-KodaPani in Assar on Doda stretch, this morning.","Batote-Kishtwar highway, Kishtwar stretch",10km,landslide,downpour,small,above_road,0.0,0.0,,,,glc,7284.0,India,IN,Kashmir,20553.0,Kishtwār,4.75996,07/27/2015 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.7702,33.2706,1146
foxnews,http://www.foxnews.com/world/2012/06/27/landslides-kill-30-in-southern-bangladesh513572/,4432,06/24/2012 12:00:00 AM,,Chittagong,"Landslides and floods caused by heavy monsoon rains killed at least 91 people in southern Bangladesh and many more were missing, the government said Wednesday.  At least 37 died in Cox's Bazar, 33 in neighboring Bandarban and another 21 in Chittagong, mostly in a series of landslides, the Disaster Management Ministry said. It said soldiers were joining the search for the missing. Three days of torrential rain in the region of small hills and forests dislodged huge chunks of earth which buried flimsy huts where families were sleeping late Tuesday and early Wednesday. Many homeless people live at the foot of the hills or close to them despite warnings from authorities.  Read more: http://www.foxnews.com/world/2012/06/27/landslides-kill-30-in-southern-bangladesh513572/#ixzz2HgIbeaxQ  Read more: http://www.foxnews.com/world/2012/06/27/landslides-kill-30-in-southern-bangladesh513572/#ixzz2HgIT0LvN",Chittagong,10km,landslide,downpour,large,unknown,31.0,,,,,glc,4432.0,Bangladesh,BD,Chittagong,3920222.0,Chittagong,1.03985,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8252,22.3312,10
The Daily Star,http://www.thedailystar.net/city/woman-dies-sylhet-landslide-573988,9308,02/16/2016 11:00:00 PM,,Sylhet,"A woman was killed and her husband injured in a landslide at a stone quarry in Balughat area of Sylhet's Gowainghat upazila on Tuesday night.  The victims were Saina Begum, 34, and her husband Kala Miah of the upazila's Shoti village.  Injured Kala Miah was taken to Sylhet Osmani Medical College Hospital.  Md Delowar Hossain, officer-in-charge of Gowainghat police, confirmed the incident to The Daily Star.  The OC said a chunk of the quarry suddenly fell on the duo when they were collecting stones, leaving Sania dead on the spot and her husband injured.",Sylhet,5km,rock_fall,mining,small,mine,1.0,1.0,,,,glc,9308.0,Bangladesh,BD,Sylhet,237000.0,Sylhet,0.78886,08/02/2016 05:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8644,24.9007,19
Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,6931,03/23/2015 12:00:00 AM,,Shopian district,Major landslides were also reported from south Kashmir's Shopian district where 45 families were evacuated.,Shopian district,25km,landslide,continuous_rain,large,unknown,0.0,0.0,,,,glc,6931.0,India,IN,Kashmir,13565.0,Shupīyan,3.63502,05/27/2015 10:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.7959,33.7099,2215
Nyoooz,http://www.nyoooz.com/thane/204844/mudslide-kills-senior-citizen,8287,09/21/2015 12:00:00 AM,,Jivdani Temple,"THANE: A 65-year-old man Ramesh Sakarkar living in a tenement at the foothills of Jeevdani Temple in Virar died due to a mudslide on Sunday. ""It has been raining continously in the area and the topsoil has become loose. This poses a grave danger to the illegal shanty dwellers in the area,"" a senior police officer said.   ""The slum dwellers have constructed a wall but such measures don't protect them if there is a mudslide,"" he added.. . .",Jivdani Temple,1km,landslide,downpour,medium,unknown,1.0,0.0,,,,glc,8287.0,India,IN,Maharashtra,150357.0,Virār,2.05153,07/05/2016 07:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.8276,19.4662,223
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4981,06/25/2013 08:00:00 AM,,"First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.","First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4981.0,India,IN,Tamil Nadu,31364.0,Kangayam,6.03885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5947,10.9628,269
twocircles.net,http://twocircles.net/2011jul20/landslide_snaps_siligurisikkim_highway_link.html,3813,07/20/2011 12:00:00 AM,,National Highway 31A in West Bengal's Darjeeling district,"Siliguri : The road link between Siliguri and Sikkim was snapped for about six hours Wednesday after heavy overnight rains triggered a landslide on National Highway 31A in West Bengal's Darjeeling district, police said.  Hundreds of vehicles remained stalled for six hours following the landslide, which resulted in a 20-foot wide crater on the highway, considered the lifeline to Sikkim.  ""Around 500 vehicles were stranded on both sides. However, a few vehicles took other longer routes,"" said a police officer.  The General Reserve Engineer Force personnel managed to repair the road after a six-hour effort.  ""The road was opened at 1.40 p.m.,"" said the officer.  National Highway 31A runs along the banks of the Teesta river linking the Sikkim capital Gangtok with Sevoke, near Siliguri, on National Highway 31.",National Highway 31A in West Bengal's Darjeeling district,25km,landslide,rain,small,unknown,0.0,,,,,glc,3813.0,India,IN,Bengal,43000.0,Kālimpang,5.07138,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4658,27.1141,280
Gorkahapata,http://www.gorkhapatra.org.np/content.php?nid=24351,152,08/02/2007 12:00:00 AM,,Biratnagar,unpredicted by model,Biratnagar,25km,landslide,rain,medium,unknown,,,,,,test,152.0,Nepal,NP,Eastern Region,182324.0,Birātnagar,2.71056,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.2758,26.4596,74
Daily Star,http://www.thedailystar.net/newDesign/latest_news.php?nid=24242,1975,06/15/2010 12:00:00 AM,,"Ukhia, Cox's Bazar","Powerful landslides triggered by heavy rains killed at least 49 people, including six army personnel, on Tuesday in two southeastern districts of Cox’s Bazar and Bandarban.  In Cox’s Bazar, the mudslides occurred at different parts including the district town and Himchhari ECB camp, leaving 45 people dead.  Superintendent of Police Nibash Chandra Majhi said 31 people were killed in Teknaf, six in Ukhia, two in the district headquarters and six in the Himchhari army camp.  Of the army men buried under the mud, three bodies were recovered while search was going on for the rest, reports a correspondent from Cox’s Bazar.  Deputy Commissioner Md Gias Uddin Ahmed said they were urging people through loudhailers to evacuate the hilly areas. ","Ukhia, Cox's Bazar",5km,landslide,downpour,medium,unknown,6.0,,,,,glc,1975.0,Bangladesh,BD,Chittagong,253788.0,Cox’s Bāzār,32.54732,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.19530189,21.23704301,51
kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186,2113,07/21/2010 08:00:00 AM,,"Singtam-Mangan rd, Sikkim","Five houses were destroyed by landslides triggered by incessant rain at Zang in East Sikkim early this morning. Nobody was hurt as families living in these houses could escape just before the slides struck.  The mud slides also blocked the Singtam-Mangan road, which is an alternative route to North Sikkim Highway. The rubbles were cleared by the Border Roads Organisation for light vehicles later in the afternoon","Singtam-Mangan rd, Sikkim",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2113.0,India,IN,Sikkim,30700.0,Gangtok,7.76559,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.559,27.3773,1479
morungexpress,http://www.morungexpress.com/local/51540.html,2045,07/06/2010 12:00:00 AM,,"Tuensang, Nagaland","Dimapur| July 12  : Yet another monsoon season in Nagaland and one has to batter bad roads.    This year’s monsoon has been the worse by far.  Most interior villagers of Mon, Tuensang and Kiphire are cut out from the rest of the state. With good roads beyond their dreams even on dry days, rainy days are a nightmare for the people. Journey to places like Mimi in Kiphire, Pangsha in Tuensang and parts of Mon and Peren can be made only on four wheel drive vehicles or on foot. Mud slides are common in almost all the highways leading to district headquarters. Exploitation of natural resources like boulders and deforestation is causing more landslides than before. The use of roads by all size vehicles has spoilt most of the soiled roads making it difficult for smaller vehicles to ply. ","Tuensang, Nagaland",5km,mudslide,monsoon,medium,unknown,0.0,,,,,glc,2045.0,India,IN,Nāgāland,33748.0,Tuensang,3.57473,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.8133,26.2363,1559
Nagaland Post,http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA4NTE4Nw%3D%3D,7701,08/19/2015 03:00:00 PM,,Phesama,Over 200 vehicles were stranded along NH-29 Phesama landslide area for almost four hours on Wednesday.,Phesama,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,http://morungexpress.com/wp-content/uploads/2015/08/119.jpg,,glc,7701.0,India,IN,Nagaland,92113.0,Kohima,5.22778,05/27/2016 02:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1051,25.6278,1525
Business News 24 BD,http://businessnews24bd.com/landslide-kills-mother-daughter-in-ctg/,9321,05/21/2016 09:00:00 AM,,"Jangle Salimpur area, Sitakunda upazila, Chittagong, Balngladesh","A woman and her daughter were killed in a rain-triggered landslide at Sitakunda upazila of Chittagong on Saturday morning. The deceased were identified as–Kajal Begum, 45, and her son Belal Hossain, 10. Mamunur Rashid, an official of Chittagong Fire Service Control Room, said the incident took place at Jangle Salimpur area when a chunk of mud collapsed on their thatched house early today during rainfalls, leaving the duo dead on the spot.","Jangle Salimpur area, Sitakunda upazila, Chittagong, Balngladesh",5km,landslide,tropical_cyclone,small,unknown,2.0,0.0,Roanu,,,glc,9321.0,Bangladesh,BD,Chittagong,33200.0,Fatikchari,13.06101,08/02/2016 07:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.6743,22.6239,42
Khaleej Times,http://www.khaleejtimes.com/kt-article-display-1.asp?xfile=data/international/2014/June/international_June568.xml&section=international,6081,06/20/2014 12:00:00 AM,,Gulmi District,"Police official says a landslide triggered by heavy rainfall has buried a house in a west Nepal village, killing nine members of the same family. Police official Nishant Shrivastav said on Friday that the landslide buried the house around midnight in Aglung village, about 200 kilometres (125 miles) west of the capital, Katmandu. Rescuers were able to pull out all the bodies from the debris. The grandparents were living in the same house with their children and grandchildren. Monsoon season began this month in Nepal and will continue until September. Landslides are common during the rainy season in Nepal which is mostly covered by mountain terrain.",Gulmi District,5km,landslide,continuous_rain,small,unknown,9.0,0.0,,,,glc,6081.0,Nepal,NP,Western Region,23693.0,Tānsen,34.84868,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,83.2935,28.0872,1339
sify.com,http://sify.com/news/landslides-flash-floods-damage-roads-in-uttarakhand-news-national-kjxruecgidd.html,2470,09/19/2010 12:00:00 AM,,"Dehradun-Mussoorie rd, Himachal Pradesh","Dehradun, Sep 23 (IANS) Widespread landslides and flash floods triggered by last week's torrential rains in Uttarakhand have cut off large parts of the Himalayan state and left hundreds of tourists and pilgrims stranded, including on the Mansarovar route.  The landslides and flash floods have claimed at least 68 lives since Sunday.   the Delhi-Dehradun and Mussoorie route is also badly damaged. ","Dehradun-Mussoorie rd, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2470.0,India,IN,Uttarakhand,25753.0,Mussoorie,3.42534,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.0767,30.4326,1427
gorkhapatra,http://www.gorkhapatra.org.np/detail.php?article_id=4130&cat_id=8,672,07/27/2008 12:00:00 AM,,Pasang Lhamu Highway at Ramche,landslide blocked traffic and patients could not be taken to Kathmandu for treatment,Pasang Lhamu Highway at Ramche,unknown,landslide,rain,medium,unknown,,,,,,glc,672.0,Nepal,NP,Central Region,0.0,Rāmechhāp,38.25954,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,86.37,27.09,1405
My Republica,http://www.myrepublica.com/news/2748,9185,07/25/2016 11:00:00 PM,,"Phidim-Raanke section of the Mechi Highway at Sandim, Phidim-2, Nepal","Estimated location along road. The Phidim-Raanke section of the Mechi Highway has been blocked since last night after the deposition of rocks and debris on the road due to a landslide at Samdin, Phidim-2.   Dozens of vehicles are stranded due to the blockage. The Nepalese Army and the Armed Police Force personnel have been mobilized to open the road, the District Administration Office, Paanchrthar stated.  The district authorities stated that the road might remain obstructed throughout the day today as it will take time to bring a loader to the place for removing the landslide debris and the boulders.","Phidim-Raanke section of the Mechi Highway at Sandim, Phidim-2, Nepal",10km,rock_fall,unknown,medium,above_road,0.0,0.0,,,,glc,9185.0,Nepal,NP,Eastern Region,17491.0,Ilām,25.60766,07/26/2016 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.7831,27.1005,2154
